instance,solver,time,n,len,obj_sm,obj_lr_ub,obj_lr
IN_40_10,HEUR,130956,40,1684,4.0816094566202725,4.117209129774659,2.8374121826618297
IN_30_3,ILP-IDLE-MIN,13527,30,1490,4.007758445957763,5.221604558659521,3.325615111205023
IN_40_1,HEUR,199269,40,1859,3.7669193604460327,5.106149274957781,3.039781621808622
IN_20_2,ILP-IDLE-MAX,2144,20,830,4.984734962036811,4.141124746216978,3.4623443220424184
IN_10_6,QP-LR-UB,122,10,320,4.450500039244071,3.625795653513493,3.2829659976898697
IN_15_1,ILP-IDLE-MAX,61,15,660,5.225575839750695,3.943844701920834,3.443713649853296
IN_20_1,ILP-IDLE-MIN,929,20,820,4.286487833937493,4.860138236463343,3.479437883459795
IN_25_8,ILP-IDLE-MAX,13338,25,1040,5.106528882180842,3.9159522845363965,3.463046664275501
IN_45_3,ILP-SM-I,300019,45,1898,2.8252157927422146,3.323839697787464,2.819069926775514
IN_40_9,ILP-SM-I,300013,40,1679,2.915059552802926,3.705458259004266,2.986776570995747
IN_15_10,ILP-SM-I,354,15,684,3.432071420912232,3.95294878487372,3.0848602134138554
IN_10_8,ILP-IDLE-MIN,44,10,461,4.702304374523785,5.500252537040995,3.217839804269309
IN_35_10,ILP-IDLE-MIN,91187,35,1587,3.8511446720774067,4.6260978268764585,3.0106415218295077
IN_25_3,ILP-IDLE-MAX,9141,25,1100,4.545981850840828,3.5815302159247353,3.168295998751209
IN_25_7,ILP-IDLE-MAX,68535,25,1107,5.093446471488901,3.7750536381372513,3.4377573147857565
IN_15_1,ILP-SM-II,1026,15,576,3.3708485282731777,3.931874292390794,3.158220282324697
IN_10_1,ILP-SM-II,66,10,371,3.3709487152405275,4.6283481000757,2.975688527759527
IN_35_3,ILP-SM-I,300025,35,1374,2.919151735377723,3.621272071586796,3.0195895929941647
IN_45_5,ILP-SM-II,300007,45,2032,2.93860295417116,3.586540628388992,2.9748311877832325
IN_20_2,ILP-IDLE-MIN,755,20,830,4.387819305995861,5.464717151664162,3.438953058535633
IN_30_6,ILP-IDLE-MIN,44385,30,1560,4.168083353531666,5.38867933043977,3.61499017922414
IN_30_6,ILP-SM-II,300003,30,1472,2.7043076934054113,3.2272587189626143,2.8001411223651034
IN_20_1,ILP-SM-I,7754,20,789,3.4388536576272513,4.088257722111282,3.34043935198395
IN_30_1,ILP-SM-II,300002,30,1409,2.9422876843034405,3.5726916546823024,2.9778113561617903
IN_25_6,ILP-SM-II,31089,25,1090,3.19257796529783,4.171632823705879,3.2431357650444186
IN_25_9,ILP-SM-I,213780,25,1121,2.8553508893570356,3.438746151441231,2.8252000763961096
IN_10_10,ILP-IDLE-MAX,51,10,460,5.534413040850474,5.020852013655331,3.597248258904141
IN_45_10,ILP-IDLE-MAX,300006,45,2070,5.24122224504821,3.70473324586055,3.484503701119117
IN_30_4,ILP-IDLE-MIN,14662,30,1440,3.8928472439137596,4.703877779886665,3.2758372970694065
IN_40_10,ILP-SM-I,300014,40,1660,2.709337268311244,3.4699763866374567,2.8565374747111862
IN_40_1,ILP-IDLE-MIN,300005,40,1860,4.435430149357486,5.208788084960842,3.456649247655809
IN_35_6,ILP-IDLE-MAX,7045,35,1450,5.171820727895046,4.093389539955516,3.550958402053991
IN_20_3,ILP-IDLE-MIN,653,20,970,3.772123764777921,4.626691043377091,3.121334121875235
IN_40_3,ILP-SM-I,300018,40,1700,3.1003885752984455,3.8054728662009065,3.1290190096187342
IN_40_10,ILP-IDLE-MIN,177363,40,1690,3.9432840185846096,4.993099832898229,3.6598466528380054
IN_30_4,ILP-SM-II,85499,30,1439,2.8614791872600716,3.5426225578916988,2.936983227090351
IN_25_2,ILP-IDLE-MIN,1852,25,1150,4.199608755098737,5.281316385412734,3.5201670254109216
IN_10_4,ILP-SM-II,111,10,453,3.3776596066482525,3.7127669393608547,2.957782262198246
IN_45_2,ILP-SM-I,300016,45,1898,2.943957901518596,3.4913321044109376,2.9989515558389854
IN_15_7,HEUR,787,15,803,4.748548833480696,5.961116114246664,3.3796566456681716
IN_25_5,ILP-SM-II,42939,25,1125,3.1501304356559463,4.075375895867166,3.099719503587796
IN_15_5,ILP-IDLE-MIN,196,15,650,4.11052308843686,4.635222530880754,3.1464698976667798
IN_25_9,HEUR,10417,25,1135,3.524105289526153,4.537380190132258,2.9404356071060036
IN_20_5,ILP-SM-I,4275,20,951,3.189989695966858,3.8424311708560004,3.1235589225128297
IN_30_6,ILP-IDLE-MAX,810,30,1561,4.645589737718304,3.4761548006809866,3.128133686128899
IN_45_3,HEUR,314639,45,1899,3.535889486184246,4.582539617061067,2.8871383095797665
IN_15_7,ILP-SM-II,1150,15,809,3.352865847054778,4.620108728017331,3.3064614550337006
IN_25_10,HEUR,9245,25,1092,4.089918202730742,4.975354933480105,3.0464129347132687
IN_10_2,HEUR,185,10,467,3.2838775448653164,4.464549390448843,2.781356603851854
IN_40_8,ILP-IDLE-MIN,300005,40,1790,4.055122945128873,4.8820110780650685,3.262707958133885
IN_25_7,ILP-SM-II,216308,25,1099,3.1654643128493003,3.8068347191968006,3.054453231817404
IN_20_10,ILP-SM-II,10399,20,911,2.8653695755030797,3.6113116617519894,2.789624521343621
IN_15_3,ILP-IDLE-MIN,201,15,670,3.663835844308583,4.745045463400657,2.93939885704484
IN_40_9,ILP-IDLE-MIN,148031,40,1676,4.3306369618823135,5.186980000350306,3.785246008079597
IN_45_5,ILP-IDLE-MAX,8048,45,2037,5.051700976081923,3.857256841389047,3.361857120708157
IN_10_9,ILP-IDLE-MIN,61,10,431,5.239883779266546,5.445428644506044,3.5495992130383156
IN_25_10,ILP-IDLE-MAX,831,25,1101,4.749845456413247,3.835391300674555,3.281551094730158
IN_15_2,ILP-SM-II,1879,15,640,3.5816521661005156,4.935480535296253,3.3690503252500204
IN_15_3,HEUR,722,15,670,4.2664627325623785,5.3145494288385144,2.796242440803572
IN_35_9,ILP-IDLE-MAX,3095,35,1569,5.252789831693005,4.224736261203373,3.493324319912257
IN_45_2,ILP-SM-II,300004,45,1897,3.026089486166051,3.6851440389146384,2.9561988854384578
IN_25_4,ILP-SM-II,80592,25,1198,3.0020413375344157,3.5527702628370283,2.9460666625688887
IN_10_7,QP-LR-UB,65,10,391,4.674609717290576,3.724578671299285,3.466725232170376
IN_25_3,HEUR,9409,25,1083,3.9775545654513618,4.8280022781088,2.851050500567542
IN_35_9,HEUR,52907,35,1570,4.354879010008399,5.697237069596588,3.1952748598256497
IN_10_4,HEUR,176,10,453,3.638148956317851,4.385807307960188,2.9577822621982466
IN_15_9,QP-LR-UB,2291,15,658,4.839235269541249,3.268945556168894,3.242751129151946
IN_40_7,HEUR,208272,40,1929,3.622113993547741,4.87913770211966,3.095567616909626
IN_40_6,ILP-SM-I,300014,40,1948,3.018389174907372,3.682907613461138,2.959837636064712
IN_20_4,HEUR,3824,20,839,3.789761927333616,5.2071274877211,3.031567899191486
IN_30_8,ILP-IDLE-MIN,8037,30,1350,4.319096363319291,5.425150224849438,3.5642140786516117
IN_10_1,ILP-IDLE-MIN,69,10,390,3.799538529339509,3.9725212973439157,3.196726901864661
IN_25_9,ILP-SM-II,113119,25,1121,2.8553508893570356,3.438746151441231,2.8252000763961105
IN_10_7,ILP-IDLE-MAX,28,10,410,5.581512212716952,4.566415588546054,3.456194089564281
IN_30_3,ILP-SM-II,300005,30,1486,2.814261768248257,3.741373595572238,2.9392512457523177
IN_25_9,ILP-IDLE-MIN,4304,25,1140,4.011535128768076,4.59816693558906,3.2696056477015363
IN_25_3,ILP-SM-II,40791,25,1093,2.735845476998524,3.456126556331678,2.7968069121208385
IN_20_1,QP-LR-UB,34307,20,820,4.421707334042322,3.520715098627093,3.3405244403075876
IN_25_8,HEUR,10397,25,1031,4.021346171759069,5.626162362008885,3.2149845525411895
IN_25_6,HEUR,9760,25,1089,4.3872844313536215,5.23700682605568,3.3250185911545236
IN_10_6,HEUR,212,10,308,4.428281286964193,4.265221803709027,3.2829659976898697
IN_15_5,ILP-IDLE-MAX,934,15,650,5.22829234033823,3.782081650853294,3.3668430147873902
IN_15_5,ILP-SM-I,337,15,649,3.561446158312834,4.566051136196531,3.1721331411766998
IN_40_4,HEUR,121431,40,1780,3.726342706750618,4.598552575682657,2.90943194696067
IN_45_3,ILP-IDLE-MIN,300006,45,1900,3.7758631402254106,4.325925429765974,3.2530206982127234
IN_40_1,ILP-SM-II,300004,40,1855,2.8993172152548707,3.5511830998879845,2.9070286139743695
IN_20_2,QP-LR-UB,17409,20,817,3.8070602555590938,3.3104498500612665,3.1814939941101947
IN_40_1,ILP-SM-I,300012,40,1851,2.819430119680461,3.9113965845990806,2.9247267023184937
IN_30_7,ILP-IDLE-MAX,300003,30,1450,4.861151740314631,3.3645040760917087,3.23923421993752
IN_35_5,ILP-IDLE-MAX,5317,35,1460,4.901499992629437,3.586203349351484,3.235145480906422
IN_35_1,ILP-IDLE-MAX,300004,35,1430,5.270601432015012,3.8871002973141793,3.606327731293731
IN_10_9,ILP-SM-II,348,10,273,4.108953487907732,3.790423214443652,3.2682341933682557
IN_35_9,ILP-IDLE-MIN,38331,35,1570,4.332305751095532,5.547860252937219,3.7116412042378712
IN_30_2,ILP-IDLE-MAX,4671,30,1440,5.378500005975366,3.9196239118259815,3.5351539890771115
IN_20_5,ILP-SM-II,13822,20,951,3.189989695966858,3.8424311708560004,3.12355892251283
IN_15_4,ILP-IDLE-MAX,311,15,670,5.434507483243943,4.348698083823029,3.708827833003785
IN_45_2,ILP-IDLE-MAX,61157,45,1900,4.854842113570163,3.535948035577018,3.3249907794112836
IN_10_8,ILP-SM-II,181,10,448,4.230782624787611,4.688716322996078,3.394091093700832
IN_45_1,ILP-IDLE-MAX,13237,45,2030,4.816241388690883,3.7716082268569564,3.3808022826113713
IN_25_6,ILP-IDLE-MIN,3184,25,1090,4.577376164742019,5.78943068347777,3.6594314870713367
IN_10_8,ILP-IDLE-MAX,32,10,460,5.260456514358521,4.06972702837784,3.496736961668082
IN_20_10,QP-LR-UB,56058,20,903,3.8291630761292965,2.94579842871319,2.875737232490305
IN_15_3,ILP-IDLE-MAX,52,15,670,4.883283637263881,3.8375801003819077,3.157210413861364
IN_10_3,ILP-SM-II,239,10,500,3.549200065046549,4.243431880741894,2.9478295712797338
IN_15_4,HEUR,784,15,666,4.069492523305452,4.5221550323594855,3.646954807733866
IN_20_9,ILP-IDLE-MAX,186,20,781,5.190769233306249,4.2082996011268055,3.5092844201485507
IN_25_2,ILP-SM-II,33974,25,1150,2.838226098819919,3.7380600967578523,2.947517158103301
IN_25_3,ILP-SM-I,105430,25,1093,2.735845476998524,3.4117421964045005,2.796806912120839
IN_35_7,ILP-SM-I,300013,35,1524,2.9016433186307076,3.480906518450588,2.9830891346263186
IN_15_4,ILP-SM-II,620,15,613,3.7926865796099847,4.393101422287902,3.5912862270096335
IN_35_6,ILP-SM-II,300003,35,1448,3.087324147388853,3.809648638743769,3.1465303566423364
IN_45_3,ILP-IDLE-MAX,27334,45,1900,4.87953685566783,3.465027000432949,3.263767500483833
IN_30_10,ILP-IDLE-MIN,7194,30,1200,4.547891731634736,5.6055042807886375,3.65090066943222
IN_40_8,ILP-SM-I,300018,40,1755,2.7616536463772117,3.68791962800289,2.8876177236276632
IN_35_5,HEUR,52258,35,1457,3.6107397215415356,4.620570954744569,2.993994943089681
IN_30_1,ILP-IDLE-MAX,1541,30,1460,5.099006903875773,3.8027734741426795,3.391661125911843
IN_35_3,ILP-IDLE-MAX,300004,35,1450,5.093331069607159,3.914732583690676,3.407218879334527
IN_10_4,ILP-IDLE-MIN,60,10,470,3.9182978601848824,4.660954683052796,3.0371742169525078
IN_35_7,ILP-SM-II,300020,35,1451,2.9032802556445643,3.425760713902875,3.002342631442901
IN_15_5,ILP-SM-II,1086,15,649,3.561446158312834,4.56605113619653,3.1721331411767006
IN_35_6,ILP-SM-I,300016,35,1162,3.2402827826142313,3.9323740866797037,3.1525017145543073
IN_10_7,ILP-IDLE-MIN,14,10,410,5.635512229654847,5.824364579733698,3.4861968078838252
IN_30_1,ILP-IDLE-MIN,12489,30,1460,4.199534298602033,5.199541018954358,3.4035567268907827
IN_10_9,ILP-IDLE-MAX,14,10,430,5.122023241152597,4.041649141929836,3.4140474207639344
IN_20_8,QP-LR-UB,27572,20,907,3.837582428982625,3.179996576377226,3.0215291811154437
IN_10_5,ILP-SM-II,232,10,338,3.5252353065154134,3.925093100364594,3.332339535621642
IN_15_1,QP-LR-UB,2139,15,643,4.310378862240098,3.3715587867261787,3.205085330221328
IN_10_6,ILP-IDLE-MIN,75,10,320,4.722875022003427,4.544195614561671,3.6227310212482706
IN_25_8,ILP-SM-II,142091,25,1040,3.107682711158234,4.256604405001837,3.2049772947993986
IN_40_4,ILP-IDLE-MAX,21779,40,1780,4.989280920232949,3.6180102282803044,3.3542052389168258
IN_20_5,ILP-IDLE-MAX,5420,20,970,5.250350517449305,3.958404477797218,3.6103394789999297
IN_35_7,ILP-IDLE-MAX,26170,35,1570,5.004433125940857,3.6119898534110395,3.3941124579690447
IN_15_6,ILP-IDLE-MIN,183,15,722,4.713319506165054,5.164166068041159,3.1144455833662095
IN_45_1,ILP-SM-I,300013,45,2027,2.9149260910126964,3.9002418041541946,3.0011908314602054
IN_15_1,ILP-IDLE-MIN,213,15,660,4.5371667408581935,5.271534632300112,3.2272495373599908
IN_30_10,HEUR,25849,30,1194,4.5396167334417505,5.17402330237406,3.280223343697066
IN_20_2,ILP-SM-II,3289,20,821,3.1117228983576037,4.153517410615984,3.216537391815488
IN_30_7,ILP-SM-I,300016,30,1445,2.707503451530276,3.239472690349499,2.7822998071018685
IN_40_3,ILP-IDLE-MIN,300005,40,1750,4.002200019240379,5.066155192454619,3.3471966451472723
IN_20_8,ILP-IDLE-MAX,3297,20,910,5.12691208097961,3.9133028011034803,3.3340669447551066
IN_25_1,ILP-SM-II,175403,25,1070,2.9624672909345584,4.096143756391316,3.0863220638973834
IN_45_1,ILP-SM-II,300008,45,1984,3.0294285691283607,3.600159054019534,3.0153152022462915
IN_35_4,ILP-SM-I,300022,35,1467,2.916591862918568,3.5187688764010665,2.9562556095069263
IN_15_8,ILP-IDLE-MAX,434,15,752,4.891026724418005,3.658017444120447,3.354435761831105
IN_20_1,ILP-SM-II,8126,20,789,3.4388536576272513,3.9725324773788273,3.3404393519839504
IN_40_10,ILP-SM-II,300004,40,1662,2.7911952730025766,3.835778207771084,2.916615340656633
IN_30_8,ILP-SM-I,300011,30,1305,3.0109333609651636,3.6909141228282016,3.119485053648971
IN_15_7,QP-LR-UB,3765,15,785,4.3738780547932885,3.418637110418191,3.239277256800544
IN_30_8,ILP-IDLE-MAX,4360,30,1350,5.146481535798974,3.727198634310255,3.4900724870122475
IN_45_7,HEUR,2127,45,0,0.0,0.0,0.0
IN_35_6,ILP-IDLE-MIN,22409,35,1450,4.122062108444757,5.447143042797939,3.5121413063365314
IN_10_3,QP-LR-UB,211,10,500,4.212980029731989,3.5116204160645013,3.2666338778221315
IN_20_6,ILP-IDLE-MAX,395,20,960,4.81008333278199,3.795902052736282,3.4431645544129728
IN_15_7,ILP-SM-I,773,15,809,3.352865847054778,4.620108728017331,3.3064614550337015
IN_10_10,ILP-SM-II,131,10,430,4.122021757325401,4.947000796362369,3.397603161508363
IN_45_6,ILP-SM-II,300005,45,1858,2.9539623815285903,3.929524981836085,3.0704008472706605
IN_45_5,ILP-IDLE-MIN,300006,45,2040,4.0213971006738785,5.106771705863698,3.497149384339197
IN_10_1,HEUR,179,10,371,3.8567948376139003,4.564660136491481,2.943627495666765
IN_20_10,HEUR,3077,20,918,3.08610871910401,3.416765169637618,2.8982436477107685
IN_15_7,ILP-IDLE-MIN,213,15,820,3.8278415148578038,5.262571911219381,3.3839801097916022
IN_25_1,ILP-SM-I,300014,25,1070,2.9624672909345584,4.096143756391316,3.086322063897384
IN_10_3,HEUR,177,10,500,3.7802200663387775,3.6241620364502074,2.947829571279734
IN_10_3,ILP-IDLE-MIN,17,10,500,3.8705200609862804,3.955212088667601,3.013122829182685
IN_20_7,ILP-IDLE-MIN,559,20,820,4.416548803030718,4.935570555893878,3.6467595303438243
IN_10_6,ILP-SM-I,88,10,265,4.033250066125765,4.546336370377615,3.282965997689869
IN_10_2,ILP-SM-II,47,10,485,3.242918353178063,5.0013133587249685,2.781356603851854
IN_35_8,ILP-IDLE-MIN,36645,35,1410,3.991007103628301,5.5220051523020395,3.5968451678742444
IN_35_9,ILP-SM-II,300003,35,1454,3.2190191023004284,3.7296051398607863,3.1601247439554823
IN_30_10,ILP-IDLE-MAX,515,30,1200,5.146258371248841,4.309549365086059,3.414669488835398
IN_20_6,ILP-SM-II,11258,20,944,3.091239583911374,4.772204834212052,3.250143309348915
IN_30_8,ILP-SM-II,64954,30,1348,2.9604148346406443,3.868326179003263,3.1644409775972027
IN_40_3,ILP-IDLE-MAX,300005,40,1750,5.254988583420004,3.707850529095122,3.5310027228981338
IN_20_5,QP-LR-UB,86729,20,928,4.219257723563111,3.452542740620719,3.2907191847504884
IN_45_10,ILP-IDLE-MIN,300007,45,2070,4.107198044967248,5.095292282188377,3.3158815624060987
IN_15_9,ILP-IDLE-MIN,142,15,685,4.797573530104231,5.3220463172100265,3.6331215835639212
IN_25_9,ILP-IDLE-MAX,1225,25,1140,4.975701771990249,3.5601958410199535,3.3052730433360655
IN_20_7,ILP-SM-I,10318,20,794,3.3136463361360677,4.527331000920621,3.2687263399073445
IN_10_10,ILP-IDLE-MIN,84,10,460,4.955652134185252,5.512538438758124,3.7717327590578273
IN_35_3,HEUR,50378,35,1447,4.207144866205495,5.225921561624244,3.1038183045319654
IN_15_3,ILP-SM-II,1164,15,652,2.755462696458866,3.4040544679232276,2.754313058479486
IN_35_4,ILP-SM-II,300027,35,1463,2.845700686500997,3.5345304575964906,2.9717526770797913
IN_25_10,ILP-IDLE-MIN,3321,25,1100,4.1462454928457735,4.929431480082788,3.3628071207442196
IN_45_6,ILP-IDLE-MAX,6710,45,1860,5.0071236886484645,3.950688991806656,3.3940528318926217
IN_15_8,HEUR,782,15,743,3.863386707584063,4.873546427867493,3.23011707020857
IN_25_10,ILP-SM-II,77508,25,1090,2.8907090938633138,3.9733623528706894,3.0152279866737532
IN_15_9,ILP-IDLE-MAX,53,15,680,5.392941141172367,4.0436717529472626,3.31584743355563
IN_30_6,HEUR,16703,30,1553,3.4659679495084745,3.952552324304051,2.7950462238770166
IN_25_6,ILP-SM-I,74011,25,1090,3.19257796529783,4.171632823705878,3.2431357650444186
IN_15_2,HEUR,752,15,690,4.611478324320869,6.142283132011865,3.4058454647562426
IN_10_5,QP-LR-UB,71,10,329,4.395617662545512,3.344670365975184,3.2217782755971833
IN_10_5,ILP-IDLE-MIN,13,10,340,4.9764706214561185,5.77259869868935,3.6176144911130996
IN_30_10,ILP-SM-II,38558,30,1200,2.999925039075315,3.972029193204467,3.230337007785216
IN_35_8,ILP-IDLE-MAX,558,35,1414,4.80366666376168,4.00995322809882,3.353074494415533
IN_35_1,ILP-SM-II,300003,35,1411,2.945580431183318,3.962845913584614,3.080754661390852
IN_25_4,ILP-SM-I,300012,25,1198,3.0020413375344157,3.5896732387312316,2.946066662568888
IN_20_4,ILP-IDLE-MAX,2391,20,840,4.94741668491846,3.5586572594613903,3.276171579574422
IN_35_4,ILP-IDLE-MIN,31734,35,1470,3.8291632984163,4.900851496295569,3.2874591198741574
IN_35_8,ILP-SM-I,300012,35,1368,2.878482280111482,3.9006332898492717,3.0006212971949617
IN_10_8,QP-LR-UB,78,10,460,4.94400000795722,3.5381901736968233,3.4474142391139075
IN_15_6,ILP-SM-I,652,15,686,3.1430833589285614,3.8113720545267484,2.849318989026567
IN_15_5,QP-LR-UB,1772,15,622,4.471753866305718,3.269301952282374,3.2030449059515043
IN_20_5,HEUR,3051,20,960,3.9605979535383047,5.422878892281391,3.1927172971806734
IN_45_4,ILP-SM-I,300049,45,2110,2.971675939409545,3.7219541196000736,3.054725319956719
IN_20_1,ILP-IDLE-MAX,8621,20,820,5.4951951838484625,4.205681274854118,3.668172028575293
IN_35_5,ILP-SM-II,300003,35,1453,2.714712349529544,3.4191192815526,2.8410502182813024
IN_20_1,HEUR,2942,20,814,4.159207365225728,5.670024829795957,3.5496860570750233
