instance,solver,time,objective-reported,objective,length,metadata
IN_000.json-bap.out,BAP,22203,0.4684633832879473,0.4684633832879473,222,"{""objective"": ""0.4684633832879473"", ""number_of_nodes"": ""95"", ""time_masters_init"": ""0.45"", ""time_masters_solving"": ""0.13"", ""time_sub_init"": ""1.58"", ""time_sub_solving"": ""15.27"", ""time_global"": ""0.00"", ""time_get_pair"": ""0.02"", ""time_recovery"": ""4.09"", ""master_relaxation"": ""0.465646"", ""patterns_generated_avg"": ""3.15"", ""optimal"": ""False""}"
IN_000.json-global.out,ILP Solver (global):predictor (Python),13332,0.46846338328794046,0.4684633832879473,222,"{""objective"": ""0.46846338328794046""}"
IN_001.json-bap.out,BAP,618,0.35148138078384183,0.35148138078384183,600,"{""objective"": ""0.35148138078384183"", ""number_of_nodes"": ""1"", ""time_masters_init"": ""0.02"", ""time_masters_solving"": ""0.00"", ""time_sub_init"": ""0.09"", ""time_sub_solving"": ""0.45"", ""time_global"": ""0.00"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""0.04"", ""master_relaxation"": ""0.351481"", ""patterns_generated_avg"": ""21.00"", ""optimal"": ""True""}"
IN_001.json-global.out,ILP Solver (global):predictor (Python),600236,0.35148138078382907,0.35148138078384183,600,"{""objective"": ""0.35148138078382907""}"
IN_002.json-bap.out,BAP,2552,1.236569727209233,1.236569727209233,194,"{""objective"": ""1.236569727209233"", ""number_of_nodes"": ""1"", ""time_masters_init"": ""0.06"", ""time_masters_solving"": ""0.02"", ""time_sub_init"": ""0.26"", ""time_sub_solving"": ""2.14"", ""time_global"": ""0.00"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""0.02"", ""master_relaxation"": ""1.236570"", ""patterns_generated_avg"": ""61.00"", ""optimal"": ""True""}"
IN_002.json-global.out,ILP Solver (global):predictor (Python),4244,1.236569727209233,1.236569727209233,194,"{""objective"": ""1.236569727209233""}"
IN_003.json-bap.out,BAP,2202,0.3512487392190649,0.3512487392190649,350,"{""objective"": ""0.3512487392190649"", ""number_of_nodes"": ""1"", ""time_masters_init"": ""0.05"", ""time_masters_solving"": ""0.01"", ""time_sub_init"": ""0.17"", ""time_sub_solving"": ""1.89"", ""time_global"": ""0.00"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""0.04"", ""master_relaxation"": ""0.351249"", ""patterns_generated_avg"": ""48.00"", ""optimal"": ""True""}"
IN_003.json-global.out,ILP Solver (global):predictor (Python),119267,0.3512487392190645,0.35124873921906496,350,"{""objective"": ""0.3512487392190645""}"
IN_004.json-bap.out,BAP,2078,0.9344963059057178,0.9344963059057178,261,"{""objective"": ""0.9344963059057178"", ""number_of_nodes"": ""1"", ""time_masters_init"": ""0.05"", ""time_masters_solving"": ""0.01"", ""time_sub_init"": ""0.21"", ""time_sub_solving"": ""1.71"", ""time_global"": ""0.00"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""0.06"", ""master_relaxation"": ""0.934496"", ""patterns_generated_avg"": ""51.00"", ""optimal"": ""True""}"
IN_004.json-global.out,ILP Solver (global):predictor (Python),5695,0.9344963059057179,0.9344963059057178,261,"{""objective"": ""0.9344963059057179""}"
IN_005.json-bap.out,BAP,17330,0.5549685013816238,0.5549685013816238,180,"{""objective"": ""0.5549685013816238"", ""number_of_nodes"": ""138"", ""time_masters_init"": ""0.41"", ""time_masters_solving"": ""0.12"", ""time_sub_init"": ""1.43"", ""time_sub_solving"": ""8.08"", ""time_global"": ""0.00"", ""time_get_pair"": ""0.03"", ""time_recovery"": ""6.48"", ""master_relaxation"": ""0.551545"", ""patterns_generated_avg"": ""1.59"", ""optimal"": ""True""}"
IN_005.json-global.out,ILP Solver (global):predictor (Python),9521,0.5549685013816226,0.5549685013816237,180,"{""objective"": ""0.5549685013816226""}"
IN_006.json-bap.out,BAP,587975,0.8502136624960206,0.8502136624960206,388,"{""objective"": ""0.8502136624960206"", ""number_of_nodes"": ""3796"", ""time_masters_init"": ""8.34"", ""time_masters_solving"": ""2.52"", ""time_sub_init"": ""30.87"", ""time_sub_solving"": ""153.30"", ""time_global"": ""0.00"", ""time_get_pair"": ""0.89"", ""time_recovery"": ""372.57"", ""master_relaxation"": ""0.848758"", ""patterns_generated_avg"": ""0.76"", ""optimal"": ""False""}"
IN_006.json-global.out,ILP Solver (global):predictor (Python),4950,0.8502136624960124,0.8502136624960206,388,"{""objective"": ""0.8502136624960124""}"
IN_007.json-bap.out,BAP,5988,0.5014117953635535,0.5014117953635535,245,"{""objective"": ""0.5014117953635535"", ""number_of_nodes"": ""47"", ""time_masters_init"": ""0.17"", ""time_masters_solving"": ""0.05"", ""time_sub_init"": ""0.60"", ""time_sub_solving"": ""3.69"", ""time_global"": ""0.00"", ""time_get_pair"": ""0.01"", ""time_recovery"": ""1.20"", ""master_relaxation"": ""0.501412"", ""patterns_generated_avg"": ""2.60"", ""optimal"": ""False""}"
IN_007.json-global.out,ILP Solver (global):predictor (Python),25100,0.5014117953635535,0.5014117953635534,245,"{""objective"": ""0.5014117953635535""}"
IN_008.json-bap.out,BAP,1970,1.0338611253601009,1.0338611253601009,162,"{""objective"": ""1.0338611253601009"", ""number_of_nodes"": ""1"", ""time_masters_init"": ""0.05"", ""time_masters_solving"": ""0.01"", ""time_sub_init"": ""0.18"", ""time_sub_solving"": ""1.65"", ""time_global"": ""0.00"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""0.03"", ""master_relaxation"": ""1.033861"", ""patterns_generated_avg"": ""56.00"", ""optimal"": ""True""}"
IN_008.json-global.out,ILP Solver (global):predictor (Python),382,1.0338611253600976,1.0338611253601009,162,"{""objective"": ""1.0338611253600976""}"
IN_009.json-bap.out,BAP,79046,0.6091984835594136,0.6091984835594136,184,"{""objective"": ""0.6091984835594136"", ""number_of_nodes"": ""378"", ""time_masters_init"": ""1.47"", ""time_masters_solving"": ""0.41"", ""time_sub_init"": ""5.89"", ""time_sub_solving"": ""41.42"", ""time_global"": ""0.00"", ""time_get_pair"": ""0.08"", ""time_recovery"": ""27.41"", ""master_relaxation"": ""0.605367"", ""patterns_generated_avg"": ""2.77"", ""optimal"": ""False""}"
IN_009.json-global.out,ILP Solver (global):predictor (Python),29302,0.6091984835594035,0.6091984835594138,184,"{""objective"": ""0.6091984835594035""}"
IN_010.json-bap.out,BAP,16966,0.9529511444010883,0.9529511444010883,226,"{""objective"": ""0.9529511444010883"", ""number_of_nodes"": ""57"", ""time_masters_init"": ""0.39"", ""time_masters_solving"": ""0.11"", ""time_sub_init"": ""1.43"", ""time_sub_solving"": ""11.96"", ""time_global"": ""0.00"", ""time_get_pair"": ""0.01"", ""time_recovery"": ""2.59"", ""master_relaxation"": ""0.940722"", ""patterns_generated_avg"": ""5.30"", ""optimal"": ""True""}"
IN_010.json-global.out,ILP Solver (global):predictor (Python),1836,0.9529511444010876,0.9529511444010883,226,"{""objective"": ""0.9529511444010876""}"
IN_011.json-bap.out,BAP,3375,0.9057986261465507,0.9057986261465507,262,"{""objective"": ""0.9057986261465507"", ""number_of_nodes"": ""9"", ""time_masters_init"": ""0.08"", ""time_masters_solving"": ""0.02"", ""time_sub_init"": ""0.28"", ""time_sub_solving"": ""2.63"", ""time_global"": ""0.00"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""0.26"", ""master_relaxation"": ""0.904975"", ""patterns_generated_avg"": ""7.44"", ""optimal"": ""True""}"
IN_011.json-global.out,ILP Solver (global):predictor (Python),1082,0.9057986261465423,0.9057986261465505,262,"{""objective"": ""0.9057986261465423""}"
IN_012.json-bap.out,BAP,35908,0.9885158480818886,0.9885158480818886,150,"{""objective"": ""0.9885158480818886"", ""number_of_nodes"": ""127"", ""time_masters_init"": ""0.73"", ""time_masters_solving"": ""0.21"", ""time_sub_init"": ""2.77"", ""time_sub_solving"": ""25.79"", ""time_global"": ""0.00"", ""time_get_pair"": ""0.02"", ""time_recovery"": ""5.45"", ""master_relaxation"": ""0.985053"", ""patterns_generated_avg"": ""5.05"", ""optimal"": ""False""}"
IN_012.json-global.out,ILP Solver (global):predictor (Python),976,0.9885158480818881,0.9885158480818886,150,"{""objective"": ""0.9885158480818881""}"
IN_013.json-bap.out,BAP,40932,1.2706123543916386,1.2706123543916386,187,"{""objective"": ""1.2706123543916386"", ""number_of_nodes"": ""97"", ""time_masters_init"": ""0.83"", ""time_masters_solving"": ""0.24"", ""time_sub_init"": ""3.19"", ""time_sub_solving"": ""30.40"", ""time_global"": ""0.00"", ""time_get_pair"": ""0.02"", ""time_recovery"": ""5.31"", ""master_relaxation"": ""1.270590"", ""patterns_generated_avg"": ""8.20"", ""optimal"": ""True""}"
IN_013.json-global.out,ILP Solver (global):predictor (Python),294,1.2706123543916383,1.2706123543916388,187,"{""objective"": ""1.2706123543916383""}"
IN_014.json-bap.out,BAP,1676,0.44707126342962333,0.44707126342962333,345,"{""objective"": ""0.44707126342962333"", ""number_of_nodes"": ""1"", ""time_masters_init"": ""0.04"", ""time_masters_solving"": ""0.01"", ""time_sub_init"": ""0.17"", ""time_sub_solving"": ""1.36"", ""time_global"": ""0.00"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""0.06"", ""master_relaxation"": ""0.447071"", ""patterns_generated_avg"": ""42.00"", ""optimal"": ""True""}"
IN_014.json-global.out,ILP Solver (global):predictor (Python),87327,0.4470712634296232,0.44707126342962317,345,"{""objective"": ""0.4470712634296232""}"
IN_015.json-bap.out,BAP,591639,1.0606970930171509,1.0606970930171509,261,"{""objective"": ""1.0606970930171509"", ""number_of_nodes"": ""3502"", ""time_masters_init"": ""8.85"", ""time_masters_solving"": ""2.65"", ""time_sub_init"": ""34.99"", ""time_sub_solving"": ""275.93"", ""time_global"": ""2.92"", ""time_get_pair"": ""0.77"", ""time_recovery"": ""247.34"", ""master_relaxation"": ""1.046905"", ""patterns_generated_avg"": ""1.51"", ""optimal"": ""False""}"
IN_015.json-global.out,ILP Solver (global):predictor (Python),2040,1.0606970930171498,1.0606970930171509,261,"{""objective"": ""1.0606970930171498""}"
IN_016.json-bap.out,BAP,1626,0.597795600524796,0.597795600524796,194,"{""objective"": ""0.597795600524796"", ""number_of_nodes"": ""1"", ""time_masters_init"": ""0.04"", ""time_masters_solving"": ""0.01"", ""time_sub_init"": ""0.17"", ""time_sub_solving"": ""1.33"", ""time_global"": ""0.00"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""0.04"", ""master_relaxation"": ""0.597796"", ""patterns_generated_avg"": ""40.00"", ""optimal"": ""True""}"
IN_016.json-global.out,ILP Solver (global):predictor (Python),6048,0.5977956005247843,0.597795600524796,194,"{""objective"": ""0.5977956005247843""}"
IN_017.json-bap.out,BAP,1893,1.157182861385175,1.157182861385175,236,"{""objective"": ""1.157182861385175"", ""number_of_nodes"": ""1"", ""time_masters_init"": ""0.05"", ""time_masters_solving"": ""0.01"", ""time_sub_init"": ""0.17"", ""time_sub_solving"": ""1.58"", ""time_global"": ""0.00"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""0.05"", ""master_relaxation"": ""1.157183"", ""patterns_generated_avg"": ""56.00"", ""optimal"": ""True""}"
IN_017.json-global.out,ILP Solver (global):predictor (Python),3209,1.1571828613851736,1.157182861385175,236,"{""objective"": ""1.1571828613851736""}"
IN_018.json-bap.out,BAP,1691,0.8131157060286379,0.8131157060286379,182,"{""objective"": ""0.8131157060286379"", ""number_of_nodes"": ""1"", ""time_masters_init"": ""0.04"", ""time_masters_solving"": ""0.01"", ""time_sub_init"": ""0.17"", ""time_sub_solving"": ""1.39"", ""time_global"": ""0.00"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""0.04"", ""master_relaxation"": ""0.813116"", ""patterns_generated_avg"": ""42.00"", ""optimal"": ""True""}"
IN_018.json-global.out,ILP Solver (global):predictor (Python),9594,0.8131157060286376,0.8131157060286379,182,"{""objective"": ""0.8131157060286376""}"
IN_019.json-bap.out,BAP,18167,1.0075586527102145,1.0075586527102145,186,"{""objective"": ""1.0075586527102145"", ""number_of_nodes"": ""37"", ""time_masters_init"": ""0.47"", ""time_masters_solving"": ""0.14"", ""time_sub_init"": ""1.70"", ""time_sub_solving"": ""14.34"", ""time_global"": ""0.00"", ""time_get_pair"": ""0.01"", ""time_recovery"": ""1.05"", ""master_relaxation"": ""1.006696"", ""patterns_generated_avg"": ""11.41"", ""optimal"": ""True""}"
IN_019.json-global.out,ILP Solver (global):predictor (Python),353,1.0075586527102114,1.0075586527102145,186,"{""objective"": ""1.0075586527102114""}"
IN_020.json-bap.out,BAP,61424,1.6110799661930149,1.6110799661930149,128,"{""objective"": ""1.6110799661930149"", ""number_of_nodes"": ""191"", ""time_masters_init"": ""1.28"", ""time_masters_solving"": ""0.35"", ""time_sub_init"": ""4.99"", ""time_sub_solving"": ""44.85"", ""time_global"": ""0.00"", ""time_get_pair"": ""0.03"", ""time_recovery"": ""8.34"", ""master_relaxation"": ""1.586540"", ""patterns_generated_avg"": ""6.18"", ""optimal"": ""False""}"
IN_020.json-global.out,ILP Solver (global):predictor (Python),256,1.611079966193013,1.6110799661930149,128,"{""objective"": ""1.611079966193013""}"
IN_021.json-bap.out,BAP,60712,1.2089815876922165,1.2089815876922165,235,"{""objective"": ""1.2089815876922165"", ""number_of_nodes"": ""192"", ""time_masters_init"": ""1.16"", ""time_masters_solving"": ""0.35"", ""time_sub_init"": ""4.52"", ""time_sub_solving"": ""41.71"", ""time_global"": ""0.00"", ""time_get_pair"": ""0.03"", ""time_recovery"": ""11.41"", ""master_relaxation"": ""1.206870"", ""patterns_generated_avg"": ""5.35"", ""optimal"": ""True""}"
IN_021.json-global.out,ILP Solver (global):predictor (Python),5528,1.208981587692196,1.2089815876922163,235,"{""objective"": ""1.208981587692196""}"
